ab8f8ff350af8360f6544bf2d5787bee7bf8cb9c,DELETE,regular-file,..bfg-report/2025-06-29/18-51-40/deleted-files.txt,51,
15480913eb4b78a798e7613ad04757cc8a5204b3,DELETE,regular-file,..bfg-report/2025-06-29/18-55-30/deleted-files.txt,67,
