7f9ffc52dd9f2d8ee997fa033c0ae25e7c4970f4,DELETE,regular-file,..bfg-report/2025-06-29/18-51-40/object-id-map.old-new.txt,1476,
03fea6947f798848a1cbf96b5b3e958b90a6d013,DELETE,regular-file,..bfg-report/2025-06-29/18-55-30/object-id-map.old-new.txt,1230,
